pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
urd-WL-12-174261-7433644-31-3,urd-WL-12-174261-7433644,31,real,Education takes a lot of time .,More time is required to educate .,education take a lot of time .,more time be require to educate .,0.8333333333333334,6-6 0-5 1-3 5-1 ,{},{},{},{},{},{},{}
chtb_226-6-42,chtb_226,6,real,Kinana expressed thanks for a lot of support from China in the past .,Keenana expessed his thanks for generous aid offered by China to Tazania .,kinana express thanks for a lot of support from china in the past .,keenana expessed his thanks for generous aid offer by china to tazania .,0.8260869565217391,13-12 2-3 3-4 9-9 7-6 ,{},{},{},{},{},{},{}
urd-WL-12-174261-7457007-31-5,urd-WL-12-174261-7457007,31,real,I think that the govt . had gotten the wrong information .,It seems that they were given incorrect information .,i think that the govt . have get the wrong information .,it seem that they be give incorrect information .,0.8125,11-8 10-7 9-6 ,{},{},{},{},{},{},{}
news-C:1110,news-C:1110,,test,"daughter Renee Jackson said she often made '' huge pots of , like , beans and rice with , like , meat and casseroles '' for the whole family .","their biological daughter Renee Jackson , 29 , said she made huge pots of beans and rice , and meat and casseroles .","daughter renee jackson say she often make '' huge pot of , like , bean and rice with , like , meat and casserole '' for the whole family .","their biological daughter renee jackson , 29 , say she make huge pot of bean and rice , and meat and casserole .",0.40740740740740744,29-22 0-2 1-3 2-4 8-11 9-12 10-13 14-14 15-15 16-16 21-19 22-20 23-21 3-8 4-9 6-10 ,{},{},{},0-2 1-3 2-4 3-8 4-9 6-10 8-11 9-12 10-13 14-14 15-15 16-16 21-19 22-20 23-21 29-22 ,{},{},{}
chtb_225-5-10,chtb_225,5,real,"Yet , as the territorial division plan was not accepted in the referendum , the entire peace plan is therefore terminated . ''","But the whole people public voting rejected the territory division proposal , that means the termination of all the peace scheme . ''","yet , a the territorial division plan be not accept in the referendum , the entire peace plan be therefore terminate . ''","but the whole people public voting reject the territory division proposal , that mean the termination of all the peace scheme . ''",0.8125,22-22 21-21 6-20 3-18 4-8 5-9 16-19 20-15 15-2 14-1 ,{},{},{},{},{},{},{}
urd-WL-72-174253-7786794-12-1,urd-WL-72-174253-7786794,12,real,You walk around Europe and you will find that strict legislation has been done to save you from second hand smoking .,"When traveling in Europe , you can see all the rigid rules to save people from secondhand smoke .",you walk around europe and you will find that strict legislation have be do to save you from second hand smoking .,"when travel in europe , you can see all the rigid rule to save people from secondhand smoke .",0.8181818181818181,21-18 14-12 15-13 7-7 5-5 20-17 9-10 3-3 17-15 ,{},{},{},{},{},{},{}
news-C:1893,news-C:1893,,test,"United said the new airline will expand next year to 40 Airbus A320 jets , each seating 156 passengers .","United said it the new airline use 40 jets , each seating 156 passengers .","unite say the new airline will expand next year to 40 airbus a320 jet , each seat 156 passenger .","unite say it the new airline use 40 jet , each seat 156 passenger .",0.40909090909090906,19-14 13-8 14-9 15-10 16-11 17-12 18-13 2-3 3-4 4-5 0-0 1-1 10-7 ,{},{},{},0-0 1-1 2-3 3-4 4-5 10-7 13-8 14-9 15-10 16-11 17-12 18-13 19-14 ,5-6 6-6 7-6 8-6 9-6 ,{},{}
PHOENIX_GOODMORNCN_CMN_20060213_185800_1506_1664.qrtr-3-3,PHOENIX_GOODMORNCN_CMN_20060213_185800_1506_1664.qrtr,3,real,"However , intense debates have been created during the course , and it is full of twists and turns .","But , heated debates erupted during the process , which ran into one obstacle after another .","however , intense debate have be create during the course , and it be full of twist and turn .","but , heat debate erupt during the process , which run into one obstacle after another .",0.8214285714285714,19-16 7-5 8-6 9-7 3-3 10-8 ,{},{},{},{},{},{},{}
news-C:707,news-C:707,,test,"special , sensitive light sensors pick up the telltale glow , he said .",a sensitive light detector then looks for the telltale blue glow .,"special , sensitive light sensor pick up the telltale glow , he say .",a sensitive light detector then look for the telltale blue glow .,0.6842105263157895,13-11 2-1 3-2 7-7 8-8 9-10 4-3 ,{},{},{},2-1 3-2 4-3 7-7 8-8 9-10 13-11 ,0-0 5-5 5-6 6-5 6-6 ,{},{}
chtb_177-9-8,chtb_177,9,real,"Bowen went to the bombed shelter for an on-site coverage , and about 400 civilians were killed .",Bowin reported from the site of the destroyed bunker that about 400 civilians lost their lives .,"bowen go to the bombed shelter for an on-site coverage , and about 400 civilian be kill .",bowin report from the site of the destroyed bunker that about 400 civilian lose their life .,0.8275862068965517,17-16 12-10 13-11 14-12 5-8 3-6 1-13 8-4 ,{},{},{},{},{},{},{}
XIN20040101.0044-5-0,XIN20040101.0044,5,real,"At that time , the road was very foggy and visibility was poor .",Then there was a heavy fog blocking the sight .,"at that time , the road be very foggy and visibility be poor .",then there be a heavy fog block the sight .,0.85,13-9 10-8 ,{},{},{},{},{},{},{}
urd-WL-72-174253-7786794-12-3,urd-WL-72-174253-7786794,12,real,Go around the Europe where you have to face harsh laws to avoid second hand smoking .,"When traveling in Europe , you can see all the rigid rules to save people from secondhand smoke .",go around the europe where you have to face harsh law to avoid second hand smoking .,"when travel in europe , you can see all the rigid rule to save people from secondhand smoke .",0.8333333333333334,16-18 3-3 0-1 15-17 10-11 11-12 ,{},{},{},{},{},{},{}
artb_036-6-39,artb_036,6,real,Hammad said gambling casino tickets would not be discounted .,"On the other hand , Hammad explained that the tax on gambling casinos has not undergone any change .",hammad say gambling casino ticket would not be discount .,"on the other hand , hammad explain that the tax on gamble casino have not undergone any change .",0.8260869565217391,9-18 1-6 0-5 2-11 3-12 ,{},{},{},{},{},{},{}
chtb_311-5-22,chtb_311,5,real,The result arrived just in time for his 20th birthday and becomes the best present for the celebration .,He can use this victory as a gift to celebrate his 20th birthday .,the result arrive just in time for his 20th birthday and become the best present for the celebration .,he can use this victory a a gift to celebrate his 20th birthday .,0.84,18-13 7-10 8-11 9-12 17-9 14-7 ,{},{},{},{},{},{},{}
chtb_149-4-33,chtb_149,4,real,Trade to Japan surplus up to US $ 1.7billion .,Favorable balance of trade with Japan is 1.7 billion .,trade to japan surplus up to u $ 1.7billion .,favorable balance of trade with japan be 1.7 billion .,0.8125,10-9 8-7 9-8 2-5 0-3 ,{},{},{},{},{},{},{}
news-C:1756,news-C:1756,,test,"'' she was crying and scared '' , said Isa Yasin , the owner of the store .","'' she was crying and she was really scared '' , said Yasin .","'' she be cry and scared '' , say isa yasin , the owner of the store .","'' she be cry and she be really scared '' , say yasin .",0.375,17-13 0-0 1-1 2-2 3-3 4-4 5-8 6-9 7-10 8-11 10-12 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-8 6-9 7-10 8-11 10-12 17-13 ,{},{},{}
news-C:2565,news-C:2565,,test,British police claim they have been taking statements from more than 30 of the women .,British military police have also been taking statements from 30 of the women who have made the allegations .,british police claim they have be take statement from more than 30 of the woman .,british military police have also be take statement from 30 of the woman who have make the allegation .,0.4285714285714286,15-18 5-5 6-6 7-7 8-8 11-9 12-10 13-11 14-12 1-2 0-0 2-17 4-3 ,{},{},{},0-0 1-2 4-3 5-5 6-6 7-7 8-8 11-9 12-10 13-11 14-12 15-18 ,{},{},{}
VOM19981122_0900_1102-5-3,VOM19981122_0900_1102,5,real,"So far , their whereabouts are unknown .","At present , there is no information about the two men .","so far , their whereabouts be unknown .","at present , there be no information about the two men .",0.8235294117647058,7-11 ,{},{},{},{},{},{},{}
ZBN19981216_0054-9-9,ZBN19981216_0054,9,real,"Without knowing it , the two men became fathers-in-law of each other 's children during their imprisonment .","Unexpectedly , these two men became relatives by marriage while captive in North Korea .","without know it , the two men become father-in-law of each other 's child during their imprisonment .","unexpectedly , these two men become relative by marriage while captive in north korea .",0.8214285714285714,17-14 5-3 6-4 7-5 14-9 ,{},{},{},{},{},{},{}
groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000-120-3,groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000,120,real,She dropped down with terror almost tearing at her guts ..,"She lay down terrified , sick to her stomach..",she drop down with terror almost tear at her gut ..,"she lay down terrify , sick to her stomach..",0.8235294117647058,11-10 10-9 9-8 8-7 ,{},{},{},{},{},{},{}
groups.google.com_LNTS_14974749cb4b6f49_CMN_20060216_084900-25-2,groups.google.com_LNTS_14974749cb4b6f49_CMN_20060216_084900,25,real,There are quite a few members of the Taishan team who can play defensive midfield . Both Cui Peng and Haibin can play .,"Luneng has many players that can play center field , Cui Peng and Hai Bin can play this position .",there be quite a few member of the taishan team who can play defensive midfield . both cui peng and haibin can play .,"luneng have many player that can play center field , cui peng and hai bin can play this position .",0.8181818181818181,23-19 17-10 18-11 19-12 11-5 12-6 21-15 22-16 ,{},{},{},{},{},{},{}
groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000-131-3,groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000,131,real,And as despair overwhelmed her ... she saw a young man like a half moon hurrying his steps to her location ..,When she was overcome by despair she saw the most handsome young man walking towards her..,and a despair overwhelm her ... she saw a young man like a half moon hurry his step to her location ..,when she be overcome by despair she saw the most handsome young man walk towards her..,0.8275862068965517,22-17 6-6 7-7 9-11 10-12 21-16 2-5 17-13 ,{},{},{},{},{},{},{}
cmn-WL-8-89586-7839862-28-2,cmn-WL-8-89586-7839862,28,real,"Everyone was infected , and hot tears flowed everywhere .",The highly contagious mood was transmitted to all people present . And tears swelled into a torrent .,"everyone be infect , and hot tear flow everywhere .",the highly contagious mood be transmit to all people present . and tear swell into a torrent .,0.8260869565217391,9-17 6-12 ,{},{},{},{},{},{},{}
news-C:50,news-C:50,,test,"the delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .","bin Laden 's men pointed out that raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .","the delegate say raising and distributing fund have be complicate by the u.s. crackdown on jihadi charitable foundation , bank account of terror-related organization and money transfer .","bin laden 's men point out that raise and distribute fund have be complicate by the u.s. crackdown on jihadi charitable foundation , bank account of terror-related organization and money transfer .",0.37142857142857144,27-31 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-30 2-4 3-7 5-9 4-8 ,{},{},{},2-4 2-5 3-7 4-8 5-9 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-30 27-31 ,0-0 0-1 0-2 0-3 1-0 1-1 1-2 1-3 ,{},{}
artb_537-6-25,artb_537,6,real,Zaeef said : `` The crash of one aircraft has been confirmed . '',"Za'if said , I am certain that one plane was shot down . ?",zaeef say : `` the crash of one aircraft have be confirm . '',"za'if say , i be certain that one plane be shoot down . ?",0.8260869565217391,12-12 8-8 7-7 1-1 ,{},{},{},{},{},{},{}
CCTV4_NEWS3_CMN_20060216_075800_208_476.qrtr-1-4,CCTV4_NEWS3_CMN_20060216_075800_208_476.qrtr,1,real,Good . Thank you for tuning in to China 's News .,"All right , welcome everyone to the Chinese news program .",good . thank you for tune in to china 's news .,"all right , welcome everyone to the chinese news program .",0.8421052631578947,11-10 10-8 8-7 0-1 ,{},{},{},{},{},{},{}
urd-WL-90-174283-7720336-20-0,urd-WL-90-174283-7720336,20,real,Peoples Party has refused to either accept or decline !,People 's Party neither accepts it nor denies it .,people party have refuse to either accept or decline !,people 's party neither accept it nor deny it .,0.8125,9-9 6-4 0-0 1-2 3-7 5-3 7-6 ,{},{},{},{},{},{},{}
