HITId,AssignmentId,WorkerId,source,target,gizaAlignments,sureAlignments,possAlignments,sourceHighlights,targetHighlights
37S0QRNUFBG9OTNVH8ZXCP6QLW688K,323Q6SJS8IGDI3V4IS4ANECYLKBFH9,A4H1NYJVE7C53,"the rioters shot one person in the shoulder and beat and stabbed others , police said .",on Tuesday night rioters shot one person in the shoulder and beat or stabbed others .,16-15 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 11-13 12-14,1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 11-13 12-14 16-15,{},{},0 1 2 12
37SDSEDIN92RDT3AINQIXFJI7Q018T,3RGU30DZTA8FFJIBSFB8UHCMVCYJMU,A2ZRJMJTE6ID97,Obuchi will talk with Miyazawa in person .,Xio Zhen and Kong Zhe will meet .,7-7,1-5 2-6 7-7,{},3 4 5 6,0 1 2 3 4
37SDSEDIN92RDT3AINQIXFJI7QZ18S,3DI28L7YXAEA8EAULSHJD9BRSTOE1D,A2ZRJMJTE6ID97,What 's the point in thinking about all that useless stuff ?,Why think about so many useless things .,5-1 6-2 10-6 9-5,5-1 5-4 6-2 9-5 10-6,0-4 7-3 7-4 8-3 8-4,{},{}
37SOB9Z0SSXI2318ZGD5QDKLPAC3L8,32XVDSJFPZXF9NK3LU5GV0Q5T1SM2Q,A1I6P3XTSPFEK5,the findings were reported online in the June 1 edition of scientific journal Nature Medicine .,the findings are published in today 's edition of the journal Nature Medicine .,15-13 12-10 13-11 14-12 0-0 1-1 2-2 9-7 10-8 5-4,0-0 1-1 2-2 3-3 5-4 6-6 9-7 10-8 12-10 13-11 14-12 15-13,7-5 8-5,4,{}
37SOB9Z0SSXI2318ZGD5QDKLPACL3Q,31LVTDXBL7AC7PJ308J2WVJO5OELRY,A2ZRJMJTE6ID97,But I 'm also therefore pretty strict in choosing my friends .,"However , due to this reason , I am rather strict with screening friends as well .",11-16 6-10 2-8 5-9 10-13 3-15 1-7,0-0 1-7 2-8 3-14 3-15 4-2 4-3 4-4 4-5 5-9 6-10 10-13 11-16,{},7 8 9,1 6 11 12
37SOB9Z0SSXI2318ZGD5QDKLPAD3L9,3XUHV3NRVKYLG62FCGR112LLWP45HL,A4H1NYJVE7C53,"'' this is a cloud hanging over their credibility , their word '' , said Hagel .","'' this is a cloud hanging over their credibility , their word '' , Hagel said on ABC 's '' This Week '' .",16-23 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 15-14,unchanged,unchanged,{},16 17 18 19 20 21 22
37SQU136V7O92TJPJ2H3I5WATKT118,3ZDAD0O1T1DKNYDKIGRL74FT0IBTXV,A2ZRJMJTE6ID97,White House officials say Iran has one last chance to comply with IAEA inspection demands .,a White House spokesman added that Iran had '' one last chance '' to comply with its disarmament obligations .,15-19 6-9 7-10 8-11 9-13 10-14 11-15 0-1 1-2 4-6 5-7 3-4,0-1 1-2 3-4 4-6 5-7 6-9 7-10 8-11 9-13 10-14 11-15 15-19,2-3,13 14,0 16 17 18
37SQU136V7O92TJPJ2H3I5WATKU119,3EWIJTFFVO7A1PPCP9DJZ4SHN17E0Z,A3OKWRLKLYVH4F,"Lee , 33 , told the newspaper that the girl had dragged the food , toys and other things into her mother 's bedroom , where he found her .","Lee , 33 , said the girl had dragged the food , toys and other things into her mother 's bedroom .",29-21 8-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 0-0 1-1 2-2 3-3 4-4,unchanged,unchanged,5 6 7 24 25 26 27 28,{}
37VE3DA4YUHLJ2MVNODDG4PQWLGBH0,31UV0MXWNQCLC1DZIY9M1EM0W3Y5IV,A2ZRJMJTE6ID97,"'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , said lead director H. Carl McCall in a statement .","'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , said Carl McCall , the lead director of the NYSE board .",30-32 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-26 23-27 25-22 26-23,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-26 23-27 25-22 25-23 26-22 26-23 30-32,{},24 27 28 29,28 29 30 31
37VE3DA4YUHLJ2MVNODDG4PQWLGHB6,345LHZDEDXSN7DLVYWA75KCRC1D3US,A2ZRJMJTE6ID97,No confirmation that Lebanese air defense hit any of Israeli jets .,"No aircraft , however , was reported to have been hit .",11-11 6-10 4-1,unchanged,unchanged,unchanged,unchanged
37VHPF5VYC3B0WD8YKF2EB29BNQ8CP,3WMOAN2SRBXUOW35L54RAKCGVPUVN6,A4H1NYJVE7C53,"First , it shall accelerate and press forward with the development of related laws and regulations regarding financial AMCs .",First is to speed up the legislative process of financial asset management corporations .,19-13 0-0 17-9 4-3 13-6,0-0 4-3 4-4 13-6 17-9 19-13,{},unchanged,unchanged
37VHPF5VYC3B0WD8YKF2EB29BNQC8T,3OS4RQUCR9F3RQSII0UE1390Q6DFBY,A34QZDSTKZ3JO9,"In addition , Gansu is well on its way to open up to the outside world .",Gusu also showed a favorable momentum in forein trade .,16-9 1-1,0-1 1-1 3-0 7-5 8-5 10-2 11-2 16-9,15-7,2 4 5 6 9 12 13 14,3 4 6 8
37VHPF5VYC3B0WD8YKF2EB29BNR8CQ,3AQF3RZ558IXLEBNM9D6QNN8C53F6E,A2ZRJMJTE6ID97,Young children rarely suffer from allergies caused by changes in weather conditions .,Little boys whose allergies are cused due to the changing of season suffer less than others .,12-16 3-12 1-1 0-0 6-6 5-3 8-9,0-0 1-1 3-12 5-3 6-5 6-6 8-9 12-16,{},2 3 4 7 9 10 11,2 4 7 8 10 11 13 14 15
37VUR2VJ6APTPWTNZZ6NZ1F1XHK1CY,3907X2AHF05LUQHGDAX8C4K0Y6EP20,A4H1NYJVE7C53,Brian Brabazon said his son would get upset but then turn around and befriend his taunters .,"her son would get upset , his mom said , but then turn around and befriend his taunters .",16-18 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 4-1 5-2 6-3 7-4 2-8,unchanged,unchanged,unchanged,unchanged
37VUR2VJ6APTPWTNZZ6NZ1F1XHKC19,36V4Q8R5ZK0W16MON5VHRIO898PMQP,A2ZRJMJTE6ID97,"United said the new airline will expand next year to 40 Airbus A320 jets , each seating 156 passengers .","United said it the new airline use 40 jets , each seating 156 passengers .",19-14 13-8 14-9 15-10 16-11 17-12 18-13 2-3 3-4 4-5 0-0 1-1 10-7,unchanged,unchanged,5 6 7 8 9 11 12,2 6
37Y5RYYI0P5HME3C3EHU9FNKOZKSXA,3R0T90IZ1SCSFVGJ7KWRU8FU96CCG0,A34QZDSTKZ3JO9,"'' I think it happened very quickly '' , Houston Police Department homicide investigator Phil Yochum said of the crime .","'' I think it happened very quickly '' , said Investigator Phil Yochum of the Houston Police Department 's homicide division .",20-21 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-15 10-16 11-17 13-10 14-11 15-12 17-13 18-14 16-9 12-19,unchanged,unchanged,19,18 20
37Y5RYYI0P5HME3C3EHU9FNKOZKXSF,33LK57MYLT58DT0KUYAGUKZI6ZCSZJ,A1EQ2HDHF2WWSY,supporters say a city casino will attract tourists and conventioneers who will gamble and spend money in restaurants and stores .,supporters say those people will gamble and have enough money left over to spend in restaurants and stores .,20-18 16-14 17-15 18-16 19-17 11-4 12-5 13-6 0-0 1-1 14-13 15-9,0-0 1-1 11-4 12-5 13-6 14-13 15-9 16-14 17-15 18-16 19-17 20-18,7-2 7-3 8-2 8-3 9-2 9-3,2 3 4 5 6 10,7 8 10 11 12
37Y5RYYI0P5HME3C3EHU9FNKOZLSXB,32SVAV9L3F93S47XSRTG5J0X5YU3AP,A4H1NYJVE7C53,The China town suffered another violent incident following the serious violence in May .,"After severe rioting and disturbances broke out in May , Chinatown was again hit by violence .",13-16 11-7 12-8 10-15 5-1,1-10 2-10 5-1 10-15 11-7 12-8 13-16,{},0 3 4 7 8 9,0 2 3 4 5 6 9 11 12 13 14
37Y5RYYI0P5HME3C3EHU9FNKOZLXSG,323Q6SJS8IGDI3V4IS4ANECYLJFHFD,A34QZDSTKZ3JO9,"Hence , clearance of any suspected item is extremely difficult .",So it is difficult to import anything suspicious .,10-8 9-3 7-2 5-7,0-0 2-5 4-6 5-7 6-6 7-2 9-3 10-8,{},1 8,4
37YYO3NWHDQDCZ3LFWV7GXYS1EBCCZ,3SB5N7Y3O348L3L3V437Z7DT0HIG0E,A2ZRJMJTE6ID97,"Fundamentalists , enlightened , all these are false identities .",Fundamentalism and modernization are terms that are only for show .,9-10 0-0,unchanged,unchanged,1 2 3 4 5 6 7 8,1 2 3 4 5 6 7 8 9
37ZQELHEQ0Y9CPC3HBYZZ4XGUWTMN9,3KV0LJBBH2LWD71O0KKHW8YD5TAMR7,A4H1NYJVE7C53,he said they should '' not really be patrolling or be around those areas when they ... are conducting their prayers '' .,he said they should '' not really be patrolling or be around those areas when they are in their time of when they 're conducting their prayers '' .,22-28 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 18-24 19-25 20-26 21-27 17-23,unchanged,unchanged,unchanged,unchanged
37ZQELHEQ0Y9CPC3HBYZZ4XGUWTNMA,33SA9F9TRXU39FQXIG646Z1LO7BWEA,A2ZRJMJTE6ID97,The applet tribunal headed by Justice Fakharuddin Ali Ibrahim discharged the case against the two .,An appeals committee release was given to both from high court judge Fakhruddin Ali Ibraheem .,15-15 8-14 5-10 7-13 9-3,unchanged,unchanged,0 1 2 3 4 6 10 11 12 13 14,0 1 2 4 5 6 7 8 9 11 12
382GHPVPHSRM4VUNTOEO4WIA3OH34F,3FQ5JJ512LOG8L9TM1QK8B1ZFR6KNS,A2ZRJMJTE6ID97,"At the time I watched Color Blossoms , I was obsessed with erotic movies .",I saw `` Peach Color '' when I was crazy about films of passion .,14-14 8-7 9-8 5-4 4-1 13-11 3-0,unchanged,unchanged,unchanged,unchanged
382GHPVPHSRM4VUNTOEO4WIA3OH43G,3YZ8UPK3VTMBKDHERPL8YNGLIEYUCP,A2NV5CA59IXOAY,Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items .,Southwest said it completed inspections of its entire fleet of 385 aircraft and found no additional items .,17-17 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 0-0 1-1 2-2 16-16 5-4 6-6,0-0 1-1 2-2 5-4 6-6 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 16-16 17-17,3-3 5-3,15,7
382GHPVPHSRM4VUNTOEO4WIA3OI43H,3KJYX6QCM9BY56CK67CZHDVZM65JV8,A2ZRJMJTE6ID97,"No better judge can be except Allah , and there is no doubt in this .","None in the world is as great as God is ; undoubtedly , God is great .",15-16 1-6 6-8 12-11 4-9,1-6 4-9 6-8 11-11 12-11 15-16,0-0 0-1 0-2 0-3 1-0 1-1 1-2 1-3 2-0 2-1 2-2 2-3,1 3 5 7 8 9 10 13 14,4 5 7 10 12 13 14 15
385MDVINFCF9YBFW6FCUFVIQJE1WJ5,3JZQSN0I3QAZI70TYMMS2E0X6J3FGD,A2ZRJMJTE6ID97,Qin Shihuang was an open tyranny and the Confucian Sage privately washed brains .,"While Qin Shi Huang persecuted openly , Confucius brainwashed under the table .",13-12 0-1 4-5 8-7,0-1 1-2 1-3 4-5 8-7 11-9 12-9 13-12,{},unchanged,unchanged
385MDVINFCF9YBFW6FCUFVIQJE2JWT,3UNH76FOCS55A8DAEFCB44RA8FLYMF,A1EQ2HDHF2WWSY,There is a rather shocking piece of news in Japanese politics recently .,"Recently , Japan 's political arena produced some rather sensational news .",12-11 9-2 10-4 11-0 3-8 7-10,3-8 4-9 5-10 6-10 7-10 9-2 10-4 10-5 11-0 12-11,0-6 0-7 1-6 1-7,{},{}
386659BNTLH9V4Y7NJD340D0OSN105,31Q0U3WYDPFPZZVKYK3D7ZJA66317X,A34QZDSTKZ3JO9,"Second , United States emphasizes on anti-terrorism . It asks its allies to contribute human resources and financial means but it pays no attention to matters that its allies care about .","Secondly , US stresses the importance of fighting against terrorism and demands its allies to contribute troops and money . But it ignores the issues of their concern .",31-28 10-12 11-13 12-14 13-15 19-20 20-21 9-11 0-0 6-9 23-27 25-24 4-3 5-8 1-1,0-0 1-1 2-2 3-2 4-3 6-9 9-11 10-12 11-13 12-14 13-15 14-16 15-16 16-17 17-18 18-18 19-20 20-21 21-22 22-22 23-22 24-22 25-24 31-28,{},5 7 19 20 21 22 23 24 25 26 27 28 29 30 31,4 5 6 7 8 10 19 23 25 26 27
386659BNTLH9V4Y7NJD340D0OSO015,3ZQIG0FLQEGKBQCJD6VE63P7O1FWVF,A4H1NYJVE7C53,British police claim they have been taking statements from more than 30 of the women .,British military police have also been taking statements from 30 of the women who have made the allegations .,15-18 5-5 6-6 7-7 8-8 11-9 12-10 13-11 14-12 1-2 0-0 2-17 4-3,unchanged,unchanged,unchanged,unchanged
386T3MLZLNVR64ISM4MIJA082YU08P,3TE3O857308663XVQ21XHZKFZOHR29,A34QZDSTKZ3JO9,Cars and houses free from tobacco stink are costlier in Europe .,Pure houses and vehicles are more valuable than those that smell of cigarette smoke .,11-14 2-1 0-3 6-10 5-12,0-3 1-2 2-1 3-0 4-0 5-0 6-0 7-4 8-5 8-6 11-14,{},9 10,7 8 9 10 11 12 13
388CL5C1RJNXWB87E127U7LV8FTLHW,3DY4FPOOA1OF3UVXECL8J4HQWM4VRF,A4H1NYJVE7C53,"The majority decision does not accept this division , and also terminates the entire peaceful project . ''","However , the national vote against the proposed borders means the end of the whole peace plan too '' .",16-19 15-16 12-13 13-14 14-15 17-18 11-11,unchanged,unchanged,0 1 2 3 4 5 6 7 8 9 10,0 1 2 3 4 5 6 7 8 9 10 12 17
388CL5C1RJNXWB87E127U7LV8FUHLT,3S06PH7KSR45G8WUPX6Z7RT6SI2D10,A2ZRJMJTE6ID97,This shows that it is an urgent task to strengthen their market competitiveness .,This showed that improving the market competitive abilities of the state-owned enterprises had become a pressing matter of the moment .,13-20 0-0 1-1 2-2 11-5 12-6 9-3 6-15 5-14,0-0 1-1 2-2 5-14 6-15 9-3 10-4 11-5 12-6 12-7 13-20,{},3 4 7 8,8 9 10 11 12 13 16 17 18 19
388FBO7JZRT9661H0EMATZKN367NY0,3V0Z7YWSIY0YZAECZM67IW9IKU22VL,A4H1NYJVE7C53,Is not it the violation of human rights ?,Human actions will never be pardonable .,6-0,unchanged,unchanged,0 1 2 3 4 5 7 8,1 2 3 4 5 6
389A2A304OITI7853G2NLWWRSPE0CU,3AMW0RGHOD2HJC69ZTVS4SNY91XNPH,A1EQ2HDHF2WWSY,The belongings of these girls were loaded on trucks and disposed off in various wasteland .,"Student property was thrown in a different deserted location , transported by truck .",15-13 8-12 13-6 14-7,0-1 1-1 8-12 12-4 13-6 14-7 14-8 15-13,2-0 3-0 4-0 5-10 6-10 7-11 10-2 10-3 11-2 11-3,unchanged,unchanged
389A2A304OITI7853G2NLWWRSPEC06,3DPNQGW4LLFNNYEY2SHNZJQHNFR64E,A2ZRJMJTE6ID97,the department also sent water and soil samples to the state health laboratory .,water samples are being sent to the state health department for analysis .,13-12 8-5 9-6 10-7 11-8 1-9 4-0 7-1 3-4,unchanged,unchanged,unchanged,unchanged
389A2A304OITI7853G2NLWWRSPF0CV,3Z9WI9EOZZOOYPNIJ3V73R43TFGKH2,A4H1NYJVE7C53,Kinana expressed thanks for a lot of support from China in the past .,Keenana expessed his thanks for generous aid offered by China to Tazania .,13-12 2-3 3-4 9-9 7-6,0-0 1-1 2-2 2-3 3-4 7-6 9-9 13-12,4-5 5-5 6-5,unchanged,unchanged
38B7Q9C28G5MYKNHTL8DS75AZ7X96N,3XUHV3NRVKYLG62FCGR112LLWPGH59,A1EQ2HDHF2WWSY,"The reinforcing-bar building had 25 stores , and plastic timing explosives destroyed it .",This 25 floor building was built with reinforcing steel bars . It was the highest building that was ever dynamited with the positioned shaped charges .,13-25 2-15 0-13 4-1 1-9,0-0 1-7 1-8 1-9 2-3 4-1 5-2 12-11 13-25,3-4 3-5 3-6 8-21 8-22 8-23 8-24 9-21 9-22 9-23 9-24 10-21 10-22 10-23 10-24 11-19 11-20,7,12 13 14 15 16 17 18
38DCH97KHH24EEJAU6DON604VDKQJV,3U4J9857OEBQCXDC0HW2DBWJSIC7B4,A1EQ2HDHF2WWSY,the decision unnerved voting officials who already have been warning that they have barely enough time to organize the election before the balloting is scheduled to begin .,the decision unnerved voting officials who already have been warning they have barely enough time to organize the election .,27-19 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 27-19,{},20 21 22 23 24 25 26,{}
38DCH97KHH24EEJAU6DON604VDLJQP,3R9WASFE2ZGZ9OVYOEAHNLG3H9GFZL,A4H1NYJVE7C53,the panel ordered the Commerce Department to issue revised figures for the duties within 60 days .,it called on the Commerce Department to respond within 60 days .,16-11 3-3 4-4 5-5 6-6 13-8 14-9 15-10,3-3 4-4 5-5 6-6 13-8 14-9 15-10 16-11,0-0 1-0,unchanged,unchanged
38DCH97KHH24EEJAU6DON604VDLQJW,3XUHV3NRVKYLG62FCGR112LLWQ3H5Y,A2ZRJMJTE6ID97,"If the economy had not picked up sharply in the latter half of the year , the red ink this year might be much worse .",The figure will be much lower without a strong economic growth in the first half-year .,25-15 22-3 23-4 8-11 9-12 11-14 2-9,2-9 5-10 6-10 7-8 8-11 9-12 11-14 22-3 23-4 24-5 25-15,{},0 3 4 10 12 13 14 15 16 17 18 19 20 21,0 1 2 6 7 13
38EHZ67RIMS32XVHU7L49KOJTK7GMV,33M4IA01QG177J0SERMQ7PEBCXURXW,A4H1NYJVE7C53,The gunpowder smoke of the Chinese Super Cup Soccer Game will soon bring flames of war .,The China Football Association Super League is set for some fierce battles .,16-12 6-4 5-1 7-2 9-7 15-11 4-0,4-0 5-1 6-4 7-2 15-11 16-12,{},unchanged,unchanged
38EHZ67RIMS32XVHU7L49KOJTK7MG1,3R5F3LQFV2KTF18RNHT7AFPH9A8OZH,A2ZRJMJTE6ID97,"Other than this , I had no idea what internet was ?",It was the only part of the Internet I knew how to use .,9-7,unchanged,unchanged,unchanged,unchanged
38F60IALAGHA4OAGP2XDA6WVGBDT05,31LVTDXBL7AC7PJ308J2WVJO5OJRL9,A2ZRJMJTE6ID97,These things have neither any religious or judicial nor any moral justification .,Such nonsense neither can legally be justified nor morally .,12-9 10-8 11-6 3-2,unchanged,unchanged,unchanged,unchanged
38F60IALAGHA4OAGP2XDA6WVGBE0TD,3QXNC7EIPIVT6TYVHYXX7QR6W4090T,A1EQ2HDHF2WWSY,No more detailed explanation was given in the statement .,The announcement did not contain any more information .,9-8 8-1 7-0 5-4,0-2 0-3 1-6 2-7 3-7 7-0 8-1 9-8,4-4 5-4,unchanged,unchanged
38F60IALAGHA4OAGP2XDA6WVGBF0TE,388U7OUMF71ZATUHBFXJYBR02QTR0L,A4H1NYJVE7C53,Different circles of the society also give him their hands .,He was offered help from all walks of life .,10-9 6-2,6-2 10-9,0-5 0-6 0-7 0-8 1-5 1-6 1-7 1-8 2-5 2-6 2-7 2-8,3 4 5 7 8 9,0 1 3 4
38G0E1M85M55X2QLS4BC0V8NTLYUVQ,39LOEL67OS5P9GEIVT929SU2FA538W,A1EQ2HDHF2WWSY,"'' it 's obvious I 'm not riding as well as years past '' , Armstrong said at a news conference .",'' I think it 's obvious I 'm not riding as well as I have in years past .,21-18 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-16 12-17 0-0,unchanged,unchanged,15 16 17 18 19 20,1 2 13 14 15
38G0E1M85M55X2QLS4BC0V8NTLYVUR,3LBXNTKX0RV13J46KAM4G4EH6B5X9W,A34QZDSTKZ3JO9,"like-for-like sales for the 17 weeks to 27 December were flat , while the gross margin fell by 2 percentage points , the company said .","UK retail like-for-like sales for the 17 weeks to December 27 were flat , with gross margin down two percentage points .",25-21 0-2 1-3 2-4 3-5 4-6 5-7 6-8 9-11 10-12 11-13 14-15 15-16 19-19 20-20 7-10 8-9 18-18,0-2 1-3 2-4 3-5 4-6 5-7 6-8 7-10 8-9 9-11 10-12 11-13 14-15 15-16 16-17 17-17 18-18 19-19 20-20 25-21,{},12 13 21 22 23 24,0 1 14
38LRF35D5LWLLTO28U56H0G42153U2,3OVR4I9USPJGXGXIH1VL5O78NGO4QU,A2ZRJMJTE6ID97,"In her excitement , that girl said a great deal .",The girl then excitingly talked at length .,10-7 6-4 5-1 2-3,2-3 5-1 6-4 10-7,8-6 9-6,unchanged,unchanged
38LRF35D5LWLLTO28U56H0G42163U3,3483FV8BEEJDKKZBYEYZ64TJ31Z26I,A2ZRJMJTE6ID97,Report is according to Kuwait Stock market formal press release .,This was stated in the official report issued by the Kuwaiti currency exchange .,10-13 9-7 7-5 0-6 4-10,unchanged,unchanged,1 2 3 6 8,0 1 2 3 4 8 9 11 12
38O9DZ0A62NBY02I8CTYIKXWT1N26O,35GCEFQ6I5O4TCF54J9FMCR6EJVZ3G,A4H1NYJVE7C53,You need to rethink this affair from its beginning .,The beginning of the situation is worth your looking back and thinking about .,9-13 8-1,unchanged,unchanged,0 1 2 3 4 5 6 7,2 3 4 5 6 7 8 9 10 11 12
38O9DZ0A62NBY02I8CTYIKXWT1N62S,3Y54SXRO1LLS6UJPDBGYNXGP61OUT0,A2ZRJMJTE6ID97,Gu Sa reiterated that Thailand will never support any party of Cambodia to participate in an activity of subverting a neighboring country by taking advantage of Thailand .,Gusa repeated that Thailand would never support any Cambodian group who wants to use Thai help to overthrow any government .,27-20 6-5 7-6 8-7 3-2 4-3 9-9 26-14 2-1 11-8 23-13 18-17,0-0 1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-9 11-8 18-17 23-13 26-14 27-20,{},10 12 13 14 15 16 17 19 20 21 22 24 25,10 11 12 15 16 18 19
38O9DZ0A62NBY02I8CTYIKXWT1O62T,3WMINLGALB3R543GLK4HYM4RBCTCAK,A2ZRJMJTE6ID97,Keenana expressed gratitude to China for its great assistance to Tanzania in the past .,Kinan appreciated the large amount of aid provided by China .,14-10 4-9 7-3 8-6,0-0 1-1 2-1 4-9 7-3 8-6 14-10,{},3 5 6 9 10 11 12 13,2 4 5 7 8
38RHULDV9YFD30VQOXRU3U3Q6ZCIWF,374TNBHA8BVWVNB268JSLDBFIH2YQO,A34QZDSTKZ3JO9,"but while the prime minister 's trial judders to a halt , his co-defendants in the same case are not protected .","while he is now spared that threat , his co-defendants in the same case are not protected .",21-17 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16,1-0 3-1 4-1 6-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17,{},0 2 5 7 8 9 10,2 3 4 5
38RHULDV9YFD30VQOXRU3U3Q6ZCWIT,3MH9DQ757WCO1PXJTBHROE10G6SUG1,A2ZRJMJTE6ID97,White House officials say Iran has one last chance to comply with IAEA inspection demands .,a White House spokesman added that Iran had '' one last chance '' to comply with its disarmament obligations .,15-19 6-9 7-10 8-11 9-13 10-14 11-15 0-1 1-2 4-6 5-7 3-4,0-0 0-1 0-2 1-0 1-1 1-2 3-4 3-5 4-6 5-7 6-9 7-10 8-11 9-13 10-14 11-15 15-19,{},2 12 13 14,3 8 12 16 17 18
38VTL6WC4AD5GHVBWEQOZIK1CL6Y5K,3Z4GS9HPNVA3ALAMN0KM89AN9SW77T,A1EQ2HDHF2WWSY,"'' we have found the smoking gun '' , investigating board member Scott Hubbard said .","'' we have found the smoking gun '' , said Hubbard , director of NASA 's Ames Research Center in California .",15-21 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 13-10 14-9 9-17,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 12-10 13-10 14-9 15-21,{},9 10 11,12 13 14 15 16 17 18 19 20
38VTL6WC4AD5GHVBWEQOZIK1CL7Y5L,3G2UL9A02DEK6LWH4QFU2VAREIG67Z,A2NV5CA59IXOAY,It is for this reason that Professor Liu Yuyinamed the stone as `` Five-unique Stone of China '' .,"Liu Yuyi , according to these , named the pebble `` China-Pebble with 5 Uniquenesses ''",12-10 10-9 7-0 17-15 16-11 9-8,2-3 2-4 2-5 3-3 3-4 3-5 4-3 4-4 4-5 7-0 8-1 8-7 9-8 10-9 12-10 13-13 13-14 14-11 15-11 16-11 17-15,{},unchanged,unchanged
38VTL6WC4AD5GHVBWEQOZIK1CL85YT,33C7UALJVLYTZD038PVJLZF5HQL813,A2ZRJMJTE6ID97,"this is a process and there will be other opportunities for people to participate in the rebuilding of Iraq '' , he told reporters .",this is a process and there will be other opportunities for people to participate in the rebuilding of Iraq '' .,24-20 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19,unchanged,unchanged,20 21 22 23,{}
38XPGNCKHT06G4W6DYKUNRATU8A4VD,3ZAK8W07I4ERQLMYF9SO3MEK9PWU0R,A4H1NYJVE7C53,The right decision was reached at last .,"It came late , but still in time .",7-8 4-1 6-2,unchanged,unchanged,0 1 2 3 5 7,3 4 5 6 7
